Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1.54761E+12,16/01/2019 4:00,ZECUSD,53.3,54.48,52.22,52.48,4142.109814
1.54752E+12,15/01/2019 4:00,ZECUSD,54.9,55.08,52.57,53.3,4027.985219
1.54744E+12,14/01/2019 4:00,ZECUSD,52.93,56.88,52.78,54.9,3268.911156
1.54735E+12,13/01/2019 4:00,ZECUSD,56.06,56.28,52.02,52.93,1126.664204
1.54727E+12,12/01/2019 4:00,ZECUSD,54.96,56.55,54.4,56.06,327.3778232
1.54718E+12,11/01/2019 4:00,ZECUSD,57.9,58.71,54.44,54.96,10729.66704
1.54709E+12,10/01/2019 4:00,ZECUSD,60.22,60.32,52.02,57.9,13700.57796
1.54701E+12,09/01/2019 4:00,ZECUSD,60.82,61.65,59.1,60.22,2628.462144
1.54692E+12,08/01/2019 4:00,ZECUSD,59.63,62.09,58.82,60.82,8532.722004
1.54683E+12,07/01/2019 4:00,ZECUSD,60.98,61.19,59.26,59.63,2237.434275
1.54675E+12,06/01/2019 4:00,ZECUSD,57.6,62.8,56,60.98,7687.367309
1.54666E+12,05/01/2019 4:00,ZECUSD,59.11,59.86,56.32,57.6,2025.346901
1.54657E+12,04/01/2019 4:00,ZECUSD,57.54,59.52,57.54,59.11,79.319834
1.54649E+12,03/01/2019 4:00,ZECUSD,59.81,60.21,56.65,57.54,2443.3045
1.5464E+12,02/01/2019 4:00,ZECUSD,57.79,61.82,57.22,59.81,3194.633136
1.54632E+12,01/01/2019 4:00,ZECUSD,54.8,59.5,54.06,57.79,10520.04252
1.54623E+12,31/12/2018 4:00,ZECUSD,58.22,58.67,53.53,54.8,8053.553404
1.54614E+12,30/12/2018 4:00,ZECUSD,59,60.73,57.75,58.22,2293.080556
1.54606E+12,29/12/2018 4:00,ZECUSD,62,63.06,58,59,2645.452231
1.54597E+12,28/12/2018 4:00,ZECUSD,55.18,63.1,54.74,62,8010.344304
1.54588E+12,27/12/2018 4:00,ZECUSD,59.52,59.63,54.64,55.18,2500.079908
1.5458E+12,26/12/2018 4:00,ZECUSD,61.89,62.27,57.87,59.52,1727.935352
1.54571E+12,25/12/2018 4:00,ZECUSD,60.47,62.44,58.85,61.89,2783.73348
1.54562E+12,24/12/2018 4:00,ZECUSD,68.45,71.4,59.85,60.47,3606.053987
1.54554E+12,23/12/2018 4:00,ZECUSD,65.55,68.88,63.08,68.45,2685.479557
1.54545E+12,22/12/2018 4:00,ZECUSD,60.18,65.55,59.16,65.55,2010.999593
1.54536E+12,21/12/2018 4:00,ZECUSD,62.21,65.34,59.13,60.18,3362.719168
1.54528E+12,20/12/2018 4:00,ZECUSD,56.84,65.78,56.04,62.21,8190.821686
1.54519E+12,19/12/2018 4:00,ZECUSD,59.25,61.41,55.56,56.84,5206.588258
1.54511E+12,18/12/2018 4:00,ZECUSD,55.72,59.95,53.39,59.25,5090.56627
1.54502E+12,17/12/2018 4:00,ZECUSD,50.85,57.03,50.52,55.72,6646.190985
1.54493E+12,16/12/2018 4:00,ZECUSD,50.96,52.6,49.52,50.85,3320.121629
1.54485E+12,15/12/2018 4:00,ZECUSD,48.64,51.2,47.65,50.96,1690.733194
1.54476E+12,14/12/2018 4:00,ZECUSD,50.64,51.06,47.74,48.64,5969.256129
1.54467E+12,13/12/2018 4:00,ZECUSD,53.4,53.54,49.57,50.64,10040.07077
1.54459E+12,12/12/2018 4:00,ZECUSD,52.98,56.93,52.75,53.4,7656.25693
1.5445E+12,11/12/2018 4:00,ZECUSD,54.92,55.5,51.77,52.98,5705.365708
1.54441E+12,10/12/2018 4:00,ZECUSD,59.17,59.17,54.03,54.92,3891.74049
1.54433E+12,09/12/2018 4:00,ZECUSD,56.45,60.22,56.45,59.17,1068.622346
1.54424E+12,08/12/2018 4:00,ZECUSD,53.13,59.1,52.73,56.45,4999.744669
1.54416E+12,07/12/2018 4:00,ZECUSD,53.13,53.13,53.13,53.13,0
1.54407E+12,06/12/2018 4:00,ZECUSD,64.87,67.72,52.51,53.13,30013.42577
1.54398E+12,05/12/2018 4:00,ZECUSD,72.4,73.24,64.4,64.87,20285.44856
1.5439E+12,04/12/2018 4:00,ZECUSD,70.05,78,68.53,72.4,5789.026134
1.54381E+12,03/12/2018 4:00,ZECUSD,76.76,77.32,67.88,70.05,6875.574365
1.54372E+12,02/12/2018 4:00,ZECUSD,79.54,80.24,74.73,76.76,2704.368305
1.54364E+12,01/12/2018 4:00,ZECUSD,78.89,82.2,78,79.54,1248.412072
1.54355E+12,30/11/2018 4:00,ZECUSD,87.51,88.47,75.56,78.89,8255.226028
1.54346E+12,29/11/2018 4:00,ZECUSD,79.06,97,78.1,87.51,20999.81204
1.54338E+12,28/11/2018 4:00,ZECUSD,74.24,83.62,72.8,79.06,19454.79928
1.54329E+12,27/11/2018 4:00,ZECUSD,64.2,78.3,62.01,74.24,27229.16959
1.5432E+12,26/11/2018 4:00,ZECUSD,68.98,72.53,61,64.2,9327.928456
1.54312E+12,25/11/2018 4:00,ZECUSD,60.03,72.69,58.75,68.98,12701.92523
1.54303E+12,24/11/2018 4:00,ZECUSD,77.11,77.54,60,60.03,7934.692771
1.54295E+12,23/11/2018 4:00,ZECUSD,74.54,81.24,73.75,77.11,5149.550334
1.54286E+12,22/11/2018 4:00,ZECUSD,83.16,84.13,73.78,74.54,6160.652479
1.54277E+12,21/11/2018 4:00,ZECUSD,82.98,87.78,80,83.16,4892.35211
1.54269E+12,20/11/2018 4:00,ZECUSD,97.21,97.21,77.17,82.98,27904.39187
1.5426E+12,19/11/2018 4:00,ZECUSD,112.32,112.32,93.5,97.21,19702.70803
1.54251E+12,18/11/2018 4:00,ZECUSD,110.46,115.23,108.37,112.32,4930.421391
1.54243E+12,17/11/2018 4:00,ZECUSD,105.08,111.6,103.91,110.46,514.5275513
1.54234E+12,16/11/2018 4:00,ZECUSD,110.18,110.18,104.6,105.08,50.832546
1.54225E+12,15/11/2018 4:00,ZECUSD,106,110.46,97.3,110.18,9783.118721
1.54217E+12,14/11/2018 4:00,ZECUSD,126.46,126.94,100.45,106,21922.81258
1.54208E+12,13/11/2018 4:00,ZECUSD,131.65,134.27,125,126.46,5757.411506
1.542E+12,12/11/2018 4:00,ZECUSD,126.97,136.37,123.1,131.65,6685.848126
1.54191E+12,11/11/2018 4:00,ZECUSD,130.09,130.8,126.37,126.97,998.8914717
1.54182E+12,10/11/2018 4:00,ZECUSD,131.25,136.99,127.01,130.09,560.0003023
1.54174E+12,09/11/2018 4:00,ZECUSD,134.5,134.92,131.12,131.25,3.240706
1.54165E+12,08/11/2018 4:00,ZECUSD,128,139.23,126.86,134.5,12708.97893
1.54156E+12,07/11/2018 4:00,ZECUSD,131.95,131.95,125.01,128,9751.403753
1.54148E+12,06/11/2018 4:00,ZECUSD,121.25,132.28,121.25,131.95,8528.774222
1.54139E+12,05/11/2018 4:00,ZECUSD,119.33,123.89,117.8,121.25,6787.760528
1.5413E+12,04/11/2018 4:00,ZECUSD,116.11,121.69,115.94,119.33,1445.819925
1.54122E+12,03/11/2018 4:00,ZECUSD,117.23,117.23,115.22,116.11,537.2784566
1.54113E+12,02/11/2018 4:00,ZECUSD,116.19,119.4,115.2,117.23,3439.810582
1.54104E+12,01/11/2018 4:00,ZECUSD,114.97,116.5,114.01,116.19,2908.171121
1.54096E+12,31/10/2018 4:00,ZECUSD,114.35,116.26,112.74,114.97,4036.457936
1.54087E+12,30/10/2018 4:00,ZECUSD,114.85,115.15,113.63,114.35,5764.778789
1.54079E+12,29/10/2018 4:00,ZECUSD,121.86,122.44,112,114.85,3244.105087
1.5407E+12,28/10/2018 4:00,ZECUSD,119.02,122.26,118.72,121.86,551.0057554
1.54061E+12,27/10/2018 4:00,ZECUSD,121.01,121.01,117.5,119.02,1078.423917
1.54053E+12,26/10/2018 4:00,ZECUSD,122.6,122.6,116.01,121.01,5282.084738
1.54044E+12,25/10/2018 4:00,ZECUSD,125.69,126.52,122.3,122.6,5017.981341
1.54035E+12,24/10/2018 4:00,ZECUSD,119.42,127.76,119.13,125.69,4267.552262
1.54027E+12,23/10/2018 4:00,ZECUSD,120.5,121.45,118,119.42,1931.469324
1.54018E+12,22/10/2018 4:00,ZECUSD,122.81,123.15,119.61,120.5,1482.104036
1.54009E+12,21/10/2018 4:00,ZECUSD,123.48,124.62,121.46,122.81,1802.205681
1.54001E+12,20/10/2018 4:00,ZECUSD,115.1,125.8,115.1,123.48,2060.98792
1.53992E+12,19/10/2018 4:00,ZECUSD,115.1,115.1,115.1,115.1,0
1.53984E+12,18/10/2018 4:00,ZECUSD,117.74,120.48,115.1,115.1,2072.30775
1.53975E+12,17/10/2018 4:00,ZECUSD,111.73,119.3,111.19,117.74,5485.132586
1.53966E+12,16/10/2018 4:00,ZECUSD,109.37,113.36,108.7,111.73,1787.262665
1.53958E+12,15/10/2018 4:00,ZECUSD,106.03,118.09,105.37,109.37,20196.36626
1.53949E+12,14/10/2018 4:00,ZECUSD,109.33,110.46,105.78,106.03,1042.926466
1.5394E+12,13/10/2018 4:00,ZECUSD,109.41,110.21,108.35,109.33,1325.034104
1.53932E+12,12/10/2018 4:00,ZECUSD,107.95,107.95,107.95,107.95,0
1.53923E+12,11/10/2018 4:00,ZECUSD,114.59,114.59,106.99,107.95,4509.069005
1.53914E+12,10/10/2018 4:00,ZECUSD,123.79,124.8,112.41,114.59,4118.57202
1.53906E+12,09/10/2018 4:00,ZECUSD,127,127.97,123.79,123.79,2448.419572
1.53897E+12,08/10/2018 4:00,ZECUSD,124.22,128.81,123.28,127,3057.928854
1.53888E+12,07/10/2018 4:00,ZECUSD,124.63,125.02,122.95,124.22,192.9193537
1.5388E+12,06/10/2018 4:00,ZECUSD,125.8,126.6,123.53,124.63,390.2744296
1.53871E+12,05/10/2018 4:00,ZECUSD,125,126.43,125,125.8,122.409
1.53863E+12,04/10/2018 4:00,ZECUSD,123.34,125.01,121.81,125,1200.156788
1.53854E+12,03/10/2018 4:00,ZECUSD,121.03,123.76,120.2,123.34,3463.412717
1.53845E+12,02/10/2018 4:00,ZECUSD,126.61,126.84,120.3,121.03,3250.681529
1.53837E+12,01/10/2018 4:00,ZECUSD,132.66,132.66,125.75,126.61,1307.440769
1.53828E+12,30/09/2018 4:00,ZECUSD,131.51,133.46,127.5,132.66,560.0180355
1.53819E+12,29/09/2018 4:00,ZECUSD,134.21,135.48,130.36,131.51,713.2683431
1.53811E+12,28/09/2018 4:00,ZECUSD,141.89,141.89,134.21,134.21,1
1.53802E+12,27/09/2018 4:00,ZECUSD,135.84,144.77,133.13,141.89,4236.968362
1.53793E+12,26/09/2018 4:00,ZECUSD,128.9,143.77,128.42,135.84,6517.360597
1.53785E+12,25/09/2018 4:00,ZECUSD,133.8,137.91,125.98,128.9,5384.713683
1.53776E+12,24/09/2018 4:00,ZECUSD,133.06,147.06,124.98,133.8,10873.05166
1.53768E+12,23/09/2018 4:00,ZECUSD,127.96,135.01,126.61,133.06,2156.663589
1.53759E+12,22/09/2018 4:00,ZECUSD,125.25,127.96,120,127.96,774.136985
1.5375E+12,21/09/2018 4:00,ZECUSD,120.2,128.93,119,125.25,4545.888212
1.53742E+12,20/09/2018 4:00,ZECUSD,113.98,121.15,112.21,120.2,1736.276418
1.53733E+12,19/09/2018 4:00,ZECUSD,113.17,115.99,109.5,113.98,2184.596747
1.53724E+12,18/09/2018 4:00,ZECUSD,106.98,113.63,106.07,113.17,2297.738276
1.53716E+12,17/09/2018 4:00,ZECUSD,118.39,118.39,106.09,106.98,2135.639918
1.53707E+12,16/09/2018 4:00,ZECUSD,118.03,120.33,116.05,118.39,871.4205162
1.53698E+12,15/09/2018 4:00,ZECUSD,120.37,120.37,118.58,118.58,101.983237
1.5369E+12,14/09/2018 4:00,ZECUSD,120.37,120.37,120.37,120.37,0
1.53681E+12,13/09/2018 4:00,ZECUSD,114,123.97,111.39,120.37,6179.878324
1.53672E+12,12/09/2018 4:00,ZECUSD,105.85,114.88,100.02,114,4769.256255
1.53664E+12,11/09/2018 4:00,ZECUSD,118.37,118.37,105.85,105.85,2589.638048
1.53655E+12,10/09/2018 4:00,ZECUSD,121.16,121.24,115.8,118.37,1232.317838
1.53647E+12,09/09/2018 4:00,ZECUSD,117.4,117.4,117.4,117.4,0
1.53638E+12,08/09/2018 4:00,ZECUSD,126.86,133.86,115.01,117.4,1218.041243
1.53629E+12,07/09/2018 4:00,ZECUSD,132.63,132.63,125,126.86,1330.651623
1.53621E+12,06/09/2018 4:00,ZECUSD,127.1,133.38,124.8,132.63,2318.184922
1.53612E+12,05/09/2018 4:00,ZECUSD,157.88,158.08,120.67,127.1,4824.244211
1.53603E+12,04/09/2018 4:00,ZECUSD,156.22,159.83,154.85,157.88,1223.901274
1.53595E+12,03/09/2018 4:00,ZECUSD,152.28,161.12,149.6,156.22,1016.499777
1.53586E+12,02/09/2018 4:00,ZECUSD,155.48,157.52,151,152.28,658.1023567
1.53577E+12,01/09/2018 4:00,ZECUSD,151.84,160,150.81,155.48,922.2120791
1.53569E+12,31/08/2018 4:00,ZECUSD,147.08,153.1,141.84,151.84,2839.701667
1.5356E+12,30/08/2018 4:00,ZECUSD,149.61,152.01,144.73,147.08,3594.233985
1.53552E+12,29/08/2018 4:00,ZECUSD,151.71,155.15,148,149.61,1615.241971
1.53543E+12,28/08/2018 4:00,ZECUSD,148.61,156.7,147.6,151.71,3547.108089
1.53534E+12,27/08/2018 4:00,ZECUSD,134.41,156.89,134.41,148.61,12136.33234
1.53526E+12,26/08/2018 4:00,ZECUSD,135.46,136.64,133.26,134.41,656.2549869
1.53517E+12,25/08/2018 4:00,ZECUSD,138.86,140.52,135,135.46,630.2385337
1.53508E+12,24/08/2018 4:00,ZECUSD,130.58,144,129.93,138.86,2383.502817
1.535E+12,23/08/2018 4:00,ZECUSD,128.34,133.55,127.35,130.58,2225.004082
1.53491E+12,22/08/2018 4:00,ZECUSD,139.92,140.27,124,128.34,4392.618098
1.53482E+12,21/08/2018 4:00,ZECUSD,128,145.58,128,139.92,3543.555423
1.53474E+12,20/08/2018 4:00,ZECUSD,142.77,142.77,128,128,2586.970714
1.53465E+12,19/08/2018 4:00,ZECUSD,139.7,146.69,139.66,142.77,453.754109
1.53456E+12,18/08/2018 4:00,ZECUSD,149.68,149.68,139.01,139.7,556.9815206
1.53448E+12,17/08/2018 4:00,ZECUSD,142.79,154.38,141.74,149.68,4340.399449
1.53439E+12,16/08/2018 4:00,ZECUSD,135.93,143.04,135.38,142.79,4201.088937
1.53431E+12,15/08/2018 4:00,ZECUSD,140.22,145,134.74,135.93,5595.459267
1.53422E+12,14/08/2018 4:00,ZECUSD,131,142.49,124.3,140.22,10123.13431
1.53413E+12,13/08/2018 4:00,ZECUSD,157.62,162.61,120.59,131,6656.052449
1.53405E+12,12/08/2018 4:00,ZECUSD,159.45,162.93,156,157.62,661.880023
1.53396E+12,11/08/2018 4:00,ZECUSD,171.6,171.6,158.5,158.5,3.734
1.53387E+12,10/08/2018 4:00,ZECUSD,171.6,171.6,171.6,171.6,0
1.53379E+12,09/08/2018 4:00,ZECUSD,162.78,177.04,157.21,171.6,3667.795614
1.5337E+12,08/08/2018 4:00,ZECUSD,171.45,172.62,156.73,162.78,9877.030276
1.53361E+12,07/08/2018 4:00,ZECUSD,181.71,191.71,171.2,171.45,9362.917677
1.53353E+12,06/08/2018 4:00,ZECUSD,183.44,186.25,175.1,181.71,12513.17445
1.53344E+12,05/08/2018 4:00,ZECUSD,174.99,186,174.99,183.44,2912.186343
1.53336E+12,04/08/2018 4:00,ZECUSD,188.04,189.99,171.45,174.99,1214.744435
1.53327E+12,03/08/2018 4:00,ZECUSD,198.42,198.42,198.42,198.42,0
1.53318E+12,02/08/2018 4:00,ZECUSD,198.42,198.42,198.42,198.42,0
1.5331E+12,01/08/2018 4:00,ZECUSD,201.11,206.3,193.31,198.42,1552.8369
1.53301E+12,31/07/2018 4:00,ZECUSD,211.74,212.33,196,201.11,5199.283092
1.53292E+12,30/07/2018 4:00,ZECUSD,215.87,219.93,201.1,211.74,2552.779854
1.53284E+12,29/07/2018 4:00,ZECUSD,223.5,223.5,214.34,215.87,1874.554495
1.53275E+12,28/07/2018 4:00,ZECUSD,218.03,223.59,218.03,222,9.0728
1.53266E+12,27/07/2018 4:00,ZECUSD,218.03,218.03,218.03,218.03,0
1.53258E+12,26/07/2018 4:00,ZECUSD,223.87,228.76,216,218.03,5004.946255
1.53249E+12,25/07/2018 4:00,ZECUSD,218.37,228.75,210.22,223.87,3494.920236
1.5324E+12,24/07/2018 4:00,ZECUSD,191.19,225.81,190.77,218.37,6853.925234
1.53232E+12,23/07/2018 4:00,ZECUSD,194.61,207.9,188.33,191.19,4174.843851
1.53223E+12,22/07/2018 4:00,ZECUSD,188.08,199.99,180.92,194.61,1440.855883
1.53215E+12,21/07/2018 4:00,ZECUSD,183.13,193.91,180.86,188.08,550.3465065
1.53206E+12,20/07/2018 4:00,ZECUSD,197.03,198.45,176.58,183.13,3799.312254
1.53197E+12,19/07/2018 4:00,ZECUSD,207.74,214.19,196.12,197.03,1474.125303
1.53189E+12,18/07/2018 4:00,ZECUSD,223.09,224.73,200.01,207.74,3327.433014
1.5318E+12,17/07/2018 4:00,ZECUSD,185.35,228,181.05,223.09,11775.01905
1.53171E+12,16/07/2018 4:00,ZECUSD,173.77,190,171,185.35,3470.720986
1.53163E+12,15/07/2018 4:00,ZECUSD,173.16,178.8,173.09,173.77,912.8772264
1.53154E+12,14/07/2018 4:00,ZECUSD,155.23,177.37,155.23,170.76,200.2750712
1.53145E+12,13/07/2018 4:00,ZECUSD,155.23,155.23,155.23,155.23,0
1.53137E+12,12/07/2018 4:00,ZECUSD,156.5,156.5,150,155.23,601.4475572
1.53128E+12,11/07/2018 4:00,ZECUSD,159.4,160.88,155,156.5,2538.785115
1.5312E+12,10/07/2018 4:00,ZECUSD,166.47,166.62,156.1,159.4,1812.995202
1.53111E+12,09/07/2018 4:00,ZECUSD,173.28,173.28,166,166.47,855.8831854
1.53102E+12,08/07/2018 4:00,ZECUSD,174.12,177.04,172.24,173.28,319.0059365
1.53094E+12,07/07/2018 4:00,ZECUSD,173.95,176.08,168.8,174.12,959.6233128
1.53085E+12,06/07/2018 4:00,ZECUSD,177.4,177.4,177.4,177.4,0
1.53076E+12,05/07/2018 4:00,ZECUSD,183.12,183.71,172.49,177.4,769.4769669
1.53068E+12,04/07/2018 4:00,ZECUSD,176.49,187,176.21,183.12,696.9954745
1.53059E+12,03/07/2018 4:00,ZECUSD,192,193.59,175,176.49,1331.930709
1.5305E+12,02/07/2018 4:00,ZECUSD,169,196.67,165.1,192,3496.086856
1.53042E+12,01/07/2018 4:00,ZECUSD,169.9,173,167.79,169,332.2990678
1.53033E+12,30/06/2018 4:00,ZECUSD,167.21,176,167.21,169.9,983.5034244
1.53024E+12,29/06/2018 4:00,ZECUSD,153.36,172.37,150.53,167.21,1676.804082
1.53016E+12,28/06/2018 4:00,ZECUSD,161.17,164.64,152.32,153.36,1589.996066
1.53007E+12,27/06/2018 4:00,ZECUSD,160.01,169.17,157.19,161.17,1110.109555
1.52999E+12,26/06/2018 4:00,ZECUSD,175.68,177.38,158.62,160.01,2172.821395
1.5299E+12,25/06/2018 4:00,ZECUSD,165.31,180.65,163.75,175.68,2438.92639
1.52981E+12,24/06/2018 4:00,ZECUSD,167,167.92,153.52,165.31,1773.178399
1.52973E+12,23/06/2018 4:00,ZECUSD,166.93,181.72,165.28,167,884.4361863
1.52964E+12,22/06/2018 4:00,ZECUSD,185.95,186,161.34,166.93,1794.500512
1.52955E+12,21/06/2018 4:00,ZECUSD,197.66,197.66,197.66,197.66,0
1.52947E+12,20/06/2018 4:00,ZECUSD,192.76,197.66,190.01,197.66,1874.096823
1.52938E+12,19/06/2018 4:00,ZECUSD,194.48,200,192.76,192.76,2329.053096
1.52929E+12,18/06/2018 4:00,ZECUSD,183.02,205,182.25,194.48,1255.517288
1.52921E+12,17/06/2018 4:00,ZECUSD,191.2,191.2,183.02,183.02,456.2931755
1.52912E+12,16/06/2018 4:00,ZECUSD,189.25,192.15,185.69,191.2,210.6334344
1.52904E+12,15/06/2018 4:00,ZECUSD,193.31,201.02,189.25,189.25,1446.504896
1.52895E+12,14/06/2018 4:00,ZECUSD,191.8,202.18,187.93,193.31,2096.477527
1.52886E+12,13/06/2018 4:00,ZECUSD,195.43,197.78,174.02,191.8,3874.615791
1.52878E+12,12/06/2018 4:00,ZECUSD,205.79,212,189.91,195.43,2515.45331
1.52869E+12,11/06/2018 4:00,ZECUSD,201.45,207.39,193.06,205.79,2802.606382
1.5286E+12,10/06/2018 4:00,ZECUSD,218,226.31,198,201.45,2603.705759
1.52852E+12,09/06/2018 4:00,ZECUSD,238.41,239.6,218,218,901.0836288
1.52843E+12,08/06/2018 4:00,ZECUSD,237.23,241.12,230.65,238.41,1197.248887
1.52834E+12,07/06/2018 4:00,ZECUSD,238.99,239.84,232.3,237.23,1435.1113
1.52826E+12,06/06/2018 4:00,ZECUSD,238.22,241,226.96,238.99,2055.70423
1.52817E+12,05/06/2018 4:00,ZECUSD,231.36,241.02,227,238.22,2159.429192
1.52808E+12,04/06/2018 4:00,ZECUSD,248.73,249.66,230.25,231.36,1735.558859
1.528E+12,03/06/2018 4:00,ZECUSD,249.74,259.14,248.24,248.73,868.5131722
1.52791E+12,02/06/2018 4:00,ZECUSD,240.44,258,239.89,249.74,785.711121
1.52783E+12,01/06/2018 4:00,ZECUSD,238.49,241.25,234.03,240.44,709.9789441
1.52774E+12,31/05/2018 4:00,ZECUSD,239.5,248.18,237.58,238.49,1166.799888
1.52765E+12,30/05/2018 4:00,ZECUSD,252.53,254.99,234.13,239.5,1476.660483
1.52757E+12,29/05/2018 4:00,ZECUSD,230.04,261.56,219,252.53,2918.068007
1.52748E+12,28/05/2018 4:00,ZECUSD,260.12,261,219.13,230.04,2971.087163
1.52739E+12,27/05/2018 4:00,ZECUSD,264.62,265.85,258.01,260.12,874.6757355
1.52731E+12,26/05/2018 4:00,ZECUSD,276.49,284.99,263.51,264.62,850.4128685
1.52722E+12,25/05/2018 4:00,ZECUSD,294.41,298.43,274.25,276.49,802.2994122
1.52713E+12,24/05/2018 4:00,ZECUSD,290.63,300.13,268.12,294.41,3500.054802
1.52705E+12,23/05/2018 4:00,ZECUSD,325.93,331.97,275.01,290.63,3687.600876
1.52696E+12,22/05/2018 4:00,ZECUSD,0,351.99,0,325.93,6170.70682
